STARTING FOR DT 80
WARNING: Your kernel does not support swap limit capabilities or the cgroup is not mounted. Memory limited without swap.
In-memory storage of 3-sequences enabled
Initializing the 2 object cache
Initializing the 3 object cache
06:30:08> ACT CON 3:       0 | ACT CON 5:       0 | FULL SEQ:       0 / 1860480 | MIN DV:      inf | REM: 1057.60 [MIN]
18:27:21> ACT CON 3:    6840 | ACT CON 5:  106503 | FULL SEQ:  396667 / 1860480 | MIN DV:  24455.2 | REM: 1439.98 [MIN]
18:27:33> ACT CON 3:    6840 | ACT CON 5:  106558 | FULL SEQ:  396916 / 1860480 | MIN DV:  24455.2 | REM: 1439.53 [MIN]
18:27:43> ACT CON 3:    6840 | ACT CON 5:  106607 | FULL SEQ:  397166 / 1860480 | MIN DV:  24455.2 | REM: 1438.99 [MIN]
18:27:55> ACT CON 3:    6840 | ACT CON 5:  106667 | FULL SEQ:  397466 / 1860480 | MIN DV:  24455.2 | REM: 1438.37 [MIN]
18:28:05> ACT CON 3:    6840 | ACT CON 5:  106713 | FULL SEQ:  397716 / 1860480 | MIN DV:  24455.2 | REM: 1437.84 [MIN]
18:28:16> ACT CON 3:    6840 | ACT CON 5:  106766 | FULL SEQ:  397966 / 1860480 | MIN DV:  24455.2 | REM: 1437.37 [MIN]
18:28:27> ACT CON 3:    6840 | ACT CON 5:  106817 | FULL SEQ:  398277 / 1860480 | MIN DV:  24455.2 | REM: 1436.58 [MIN]
18:28:37> ACT CON 3:    6840 | ACT CON 5:  106870 | FULL SEQ:  398567 / 1860480 | MIN DV:  24455.2 | REM: 1435.91 [MIN]
18:28:48> ACT CON 3:    6840 | ACT CON 5:  106924 | FULL SEQ:  398817 / 1860480 | MIN DV:  24455.2 | REM: 1435.43 [MIN]
18:29:00> ACT CON 3:    6840 | ACT CON 5:  106980 | FULL SEQ:  399074 / 1860480 | MIN DV:  24455.2 | REM: 1434.97 [MIN]
18:29:12> ACT CON 3:    6840 | ACT CON 5:  107038 | FULL SEQ:  399417 / 1860480 | MIN DV:  24455.2 | REM: 1434.11 [MIN]
18:29:22> ACT CON 3:    6840 | ACT CON 5:  107088 | FULL SEQ:  399718 / 1860480 | MIN DV:  24455.2 | REM: 1433.34 [MIN]
18:29:32> ACT CON 3:    6840 | ACT CON 5:  107138 | FULL SEQ:  399917 / 1860480 | MIN DV:  24455.2 | REM: 1433.08 [MIN]
18:29:43> ACT CON 3:    6840 | ACT CON 5:  107191 | FULL SEQ:  400217 / 1860480 | MIN DV:  24455.2 | REM: 1432.36 [MIN]
18:29:53> ACT CON 3:    6840 | ACT CON 5:  107242 | FULL SEQ:  400467 / 1860480 | MIN DV:  24455.2 | REM: 1431.83 [MIN]
18:30:03> ACT CON 3:    6840 | ACT CON 5:  107289 | FULL SEQ:  400718 / 1860480 | MIN DV:  24455.2 | REM: 1431.30 [MIN]
18:30:14> ACT CON 3:    6840 | ACT CON 5:  107341 | FULL SEQ:  400967 / 1860480 | MIN DV:  24455.2 | REM: 1430.83 [MIN]
18:30:24> ACT CON 3:    6840 | ACT CON 5:  107395 | FULL SEQ:  401217 / 1860480 | MIN DV:  24455.2 | REM: 1430.33 [MIN]
18:30:36> ACT CON 3:    6840 | ACT CON 5:  107446 | FULL SEQ:  401469 / 1860480 | MIN DV:  24455.2 | REM: 1429.86 [MIN]
18:30:46> ACT CON 3:    6840 | ACT CON 5:  107494 | FULL SEQ:  401717 / 1860480 | MIN DV:  24455.2 | REM: 1429.36 [MIN]
18:30:57> ACT CON 3:    6840 | ACT CON 5:  107546 | FULL SEQ:  401970 / 1860480 | MIN DV:  24455.2 | REM: 1428.86 [MIN]
18:31:07> ACT CON 3:    6840 | ACT CON 5:  107598 | FULL SEQ:  402223 / 1860480 | MIN DV:  24455.2 | REM: 1428.34 [MIN]
18:31:18> ACT CON 3:    6840 | ACT CON 5:  107650 | FULL SEQ:  402466 / 1860480 | MIN DV:  24455.2 | REM: 1427.91 [MIN]
18:31:29> ACT CON 3:    6840 | ACT CON 5:  107703 | FULL SEQ:  402766 / 1860480 | MIN DV:  24455.2 | REM: 1427.21 [MIN]
18:31:39> ACT CON 3:    6840 | ACT CON 5:  107753 | FULL SEQ:  403021 / 1860480 | MIN DV:  24455.2 | REM: 1426.66 [MIN]
18:31:51> ACT CON 3:    6840 | ACT CON 5:  107811 | FULL SEQ:  403267 / 1860480 | MIN DV:  24455.2 | REM: 1426.26 [MIN]
18:32:02> ACT CON 3:    6840 | ACT CON 5:  107867 | FULL SEQ:  403519 / 1860480 | MIN DV:  24455.2 | REM: 1425.82 [MIN]
18:32:15> ACT CON 3:    6840 | ACT CON 5:  107926 | FULL SEQ:  403767 / 1860480 | MIN DV:  24455.2 | REM: 1425.44 [MIN]
18:32:26> ACT CON 3:    6840 | ACT CON 5:  107981 | FULL SEQ:  404076 / 1860480 | MIN DV:  24455.2 | REM: 1424.72 [MIN]
18:32:38> ACT CON 3:    6840 | ACT CON 5:  108041 | FULL SEQ:  404367 / 1860480 | MIN DV:  24455.2 | REM: 1424.15 [MIN]
18:32:49> ACT CON 3:    6840 | ACT CON 5:  108094 | FULL SEQ:  404717 / 1860480 | MIN DV:  24455.2 | REM: 1423.23 [MIN]
18:33:00> ACT CON 3:    6840 | ACT CON 5:  108146 | FULL SEQ:  404966 / 1860480 | MIN DV:  24455.2 | REM: 1422.75 [MIN]
18:33:11> ACT CON 3:    6840 | ACT CON 5:  108203 | FULL SEQ:  405216 / 1860480 | MIN DV:  24455.2 | REM: 1422.33 [MIN]
18:33:22> ACT CON 3:    6840 | ACT CON 5:  108258 | FULL SEQ:  405468 / 1860480 | MIN DV:  24455.2 | REM: 1421.83 [MIN]
18:33:34> ACT CON 3:    6840 | ACT CON 5:  108311 | FULL SEQ:  405768 / 1860480 | MIN DV:  24455.2 | REM: 1421.18 [MIN]
18:33:46> ACT CON 3:    6840 | ACT CON 5:  108372 | FULL SEQ:  406017 / 1860480 | MIN DV:  24455.2 | REM: 1420.78 [MIN]
18:33:56> ACT CON 3:    6840 | ACT CON 5:  108423 | FULL SEQ:  406317 / 1860480 | MIN DV:  24455.2 | REM: 1420.05 [MIN]
18:34:06> ACT CON 3:    6840 | ACT CON 5:  108474 | FULL SEQ:  406518 / 1860480 | MIN DV:  24455.2 | REM: 1419.79 [MIN]
18:34:18> ACT CON 3:    6840 | ACT CON 5:  108531 | FULL SEQ:  406818 / 1860480 | MIN DV:  24455.2 | REM: 1419.12 [MIN]
18:34:29> ACT CON 3:    6840 | ACT CON 5:  108585 | FULL SEQ:  407116 / 1860480 | MIN DV:  24455.2 | REM: 1418.45 [MIN]
18:34:39> ACT CON 3:    6840 | ACT CON 5:  108635 | FULL SEQ:  407416 / 1860480 | MIN DV:  24455.2 | REM: 1417.72 [MIN]
18:34:49> ACT CON 3:    6840 | ACT CON 5:  108687 | FULL SEQ:  407669 / 1860480 | MIN DV:  24455.2 | REM: 1417.20 [MIN]
18:35:00> ACT CON 3:    6840 | ACT CON 5:  108742 | FULL SEQ:  407917 / 1860480 | MIN DV:  24455.2 | REM: 1416.74 [MIN]
18:35:12> ACT CON 3:    6840 | ACT CON 5:  108798 | FULL SEQ:  408269 / 1860480 | MIN DV:  24455.2 | REM: 1415.85 [MIN]
18:35:22> ACT CON 3:    6840 | ACT CON 5:  108850 | FULL SEQ:  408516 / 1860480 | MIN DV:  24455.2 | REM: 1415.41 [MIN]
18:35:34> ACT CON 3:    6840 | ACT CON 5:  108912 | FULL SEQ:  408771 / 1860480 | MIN DV:  24455.2 | REM: 1414.98 [MIN]
18:35:46> ACT CON 3:    6840 | ACT CON 5:  108968 | FULL SEQ:  409018 / 1860480 | MIN DV:  24455.2 | REM: 1414.57 [MIN]
18:35:58> ACT CON 3:    6840 | ACT CON 5:  109026 | FULL SEQ:  409316 / 1860480 | MIN DV:  24455.2 | REM: 1413.94 [MIN]
18:36:08> ACT CON 3:    6840 | ACT CON 5:  109078 | FULL SEQ:  409567 / 1860480 | MIN DV:  24455.2 | REM: 1413.45 [MIN]
18:36:20> ACT CON 3:    6840 | ACT CON 5:  109133 | FULL SEQ:  409818 / 1860480 | MIN DV:  24455.2 | REM: 1413.01 [MIN]
18:36:30> ACT CON 3:    6840 | ACT CON 5:  109184 | FULL SEQ:  410120 / 1860480 | MIN DV:  24455.2 | REM: 1412.28 [MIN]
18:36:42> ACT CON 3:    6840 | ACT CON 5:  109243 | FULL SEQ:  410366 / 1860480 | MIN DV:  24455.2 | REM: 1411.90 [MIN]
18:36:52> ACT CON 3:    6840 | ACT CON 5:  109293 | FULL SEQ:  410620 / 1860480 | MIN DV:  24455.2 | REM: 1411.37 [MIN]
18:37:03> ACT CON 3:    6840 | ACT CON 5:  109348 | FULL SEQ:  410867 / 1860480 | MIN DV:  24455.2 | REM: 1410.96 [MIN]
18:37:13> ACT CON 3:    6840 | ACT CON 5:  109396 | FULL SEQ:  411116 / 1860480 | MIN DV:  24455.2 | REM: 1410.46 [MIN]
18:37:25> ACT CON 3:    6840 | ACT CON 5:  109455 | FULL SEQ:  411318 / 1860480 | MIN DV:  24455.2 | REM: 1410.25 [MIN]
18:37:36> ACT CON 3:    6840 | ACT CON 5:  109506 | FULL SEQ:  411566 / 1860480 | MIN DV:  24455.2 | REM: 1409.79 [MIN]
18:37:46> ACT CON 3:    6840 | ACT CON 5:  109557 | FULL SEQ:  411817 / 1860480 | MIN DV:  24455.2 | REM: 1409.29 [MIN]
18:37:56> ACT CON 3:    6840 | ACT CON 5:  109604 | FULL SEQ:  412066 / 1860480 | MIN DV:  24455.2 | REM: 1408.79 [MIN]
18:38:06> ACT CON 3:    6840 | ACT CON 5:  109654 | FULL SEQ:  412319 / 1860480 | MIN DV:  24455.2 | REM: 1408.27 [MIN]
18:38:19> ACT CON 3:    6840 | ACT CON 5:  109714 | FULL SEQ:  412667 / 1860480 | MIN DV:  24455.2 | REM: 1407.47 [MIN]
18:38:29> ACT CON 3:    6840 | ACT CON 5:  109765 | FULL SEQ:  412918 / 1860480 | MIN DV:  24455.2 | REM: 1406.97 [MIN]
18:38:41> ACT CON 3:    6840 | ACT CON 5:  109822 | FULL SEQ:  413218 / 1860480 | MIN DV:  24455.2 | REM: 1406.34 [MIN]
18:38:52> ACT CON 3:    6840 | ACT CON 5:  109875 | FULL SEQ:  413417 / 1860480 | MIN DV:  24455.2 | REM: 1406.11 [MIN]
18:39:02> ACT CON 3:    6840 | ACT CON 5:  109930 | FULL SEQ:  413677 / 1860480 | MIN DV:  24455.2 | REM: 1405.59 [MIN]
18:39:13> ACT CON 3:    6840 | ACT CON 5:  109980 | FULL SEQ:  413918 / 1860480 | MIN DV:  24455.2 | REM: 1405.14 [MIN]
18:39:23> ACT CON 3:    6840 | ACT CON 5:  110031 | FULL SEQ:  414168 / 1860480 | MIN DV:  24455.2 | REM: 1404.68 [MIN]
18:39:34> ACT CON 3:    6840 | ACT CON 5:  110083 | FULL SEQ:  414416 / 1860480 | MIN DV:  24455.2 | REM: 1404.21 [MIN]
18:39:45> ACT CON 3:    6840 | ACT CON 5:  110137 | FULL SEQ:  414717 / 1860480 | MIN DV:  24455.2 | REM: 1403.55 [MIN]
18:39:57> ACT CON 3:    6840 | ACT CON 5:  110193 | FULL SEQ:  415018 / 1860480 | MIN DV:  24455.2 | REM: 1402.92 [MIN]
18:40:07> ACT CON 3:    6840 | ACT CON 5:  110244 | FULL SEQ:  415267 / 1860480 | MIN DV:  24455.2 | REM: 1402.45 [MIN]
18:40:18> ACT CON 3:    6840 | ACT CON 5:  110294 | FULL SEQ:  415568 / 1860480 | MIN DV:  24455.2 | REM: 1401.74 [MIN]
18:40:29> ACT CON 3:    6840 | ACT CON 5:  110350 | FULL SEQ:  415816 / 1860480 | MIN DV:  24455.2 | REM: 1401.29 [MIN]
18:40:41> ACT CON 3:    6840 | ACT CON 5:  110407 | FULL SEQ:  416067 / 1860480 | MIN DV:  24455.2 | REM: 1400.90 [MIN]
18:40:53> ACT CON 3:    6840 | ACT CON 5:  110469 | FULL SEQ:  416317 / 1860480 | MIN DV:  24455.2 | REM: 1400.54 [MIN]
18:41:05> ACT CON 3:    6840 | ACT CON 5:  110525 | FULL SEQ:  416569 / 1860480 | MIN DV:  24455.2 | REM: 1400.13 [MIN]
18:41:17> ACT CON 3:    6840 | ACT CON 5:  110585 | FULL SEQ:  416867 / 1860480 | MIN DV:  24455.2 | REM: 1399.55 [MIN]
18:41:28> ACT CON 3:    6840 | ACT CON 5:  110638 | FULL SEQ:  417116 / 1860480 | MIN DV:  24455.2 | REM: 1399.10 [MIN]
18:41:39> ACT CON 3:    6840 | ACT CON 5:  110691 | FULL SEQ:  417471 / 1860480 | MIN DV:  24455.2 | REM: 1398.17 [MIN]
18:41:49> ACT CON 3:    6840 | ACT CON 5:  110740 | FULL SEQ:  417716 / 1860480 | MIN DV:  24455.2 | REM: 1397.72 [MIN]
18:42:01> ACT CON 3:    6840 | ACT CON 5:  110799 | FULL SEQ:  418020 / 1860480 | MIN DV:  24455.2 | REM: 1397.11 [MIN]
18:42:12> ACT CON 3:    6840 | ACT CON 5:  110853 | FULL SEQ:  418267 / 1860480 | MIN DV:  24455.2 | REM: 1396.64 [MIN]
18:42:22> ACT CON 3:    6840 | ACT CON 5:  110901 | FULL SEQ:  418521 / 1860480 | MIN DV:  24455.2 | REM: 1396.13 [MIN]
18:42:32> ACT CON 3:    6840 | ACT CON 5:  110949 | FULL SEQ:  418766 / 1860480 | MIN DV:  24455.2 | REM: 1395.66 [MIN]
18:42:44> ACT CON 3:    6840 | ACT CON 5:  111003 | FULL SEQ:  419020 / 1860480 | MIN DV:  24455.2 | REM: 1395.23 [MIN]
18:42:54> ACT CON 3:    6840 | ACT CON 5:  111057 | FULL SEQ:  419270 / 1860480 | MIN DV:  24455.2 | REM: 1394.77 [MIN]
18:43:06> ACT CON 3:    6840 | ACT CON 5:  111111 | FULL SEQ:  419568 / 1860480 | MIN DV:  24455.2 | REM: 1394.14 [MIN]
18:43:17> ACT CON 3:    6840 | ACT CON 5:  111165 | FULL SEQ:  419767 / 1860480 | MIN DV:  24455.2 | REM: 1393.92 [MIN]
18:43:28> ACT CON 3:    6840 | ACT CON 5:  111216 | FULL SEQ:  420016 / 1860480 | MIN DV:  24455.2 | REM: 1393.48 [MIN]
18:43:38> ACT CON 3:    6840 | ACT CON 5:  111269 | FULL SEQ:  420266 / 1860480 | MIN DV:  24455.2 | REM: 1393.01 [MIN]
18:43:50> ACT CON 3:    6840 | ACT CON 5:  111325 | FULL SEQ:  420517 / 1860480 | MIN DV:  24455.2 | REM: 1392.58 [MIN]
18:44:01> ACT CON 3:    6840 | ACT CON 5:  111379 | FULL SEQ:  420819 / 1860480 | MIN DV:  24455.2 | REM: 1391.92 [MIN]
18:44:12> ACT CON 3:    6840 | ACT CON 5:  111434 | FULL SEQ:  421122 / 1860480 | MIN DV:  24455.2 | REM: 1391.27 [MIN]
18:44:24> ACT CON 3:    6840 | ACT CON 5:  111493 | FULL SEQ:  421367 / 1860480 | MIN DV:  24455.2 | REM: 1390.90 [MIN]
18:44:35> ACT CON 3:    6840 | ACT CON 5:  111548 | FULL SEQ:  421623 / 1860480 | MIN DV:  24455.2 | REM: 1390.46 [MIN]
18:44:46> ACT CON 3:    6840 | ACT CON 5:  111601 | FULL SEQ:  421867 / 1860480 | MIN DV:  24455.2 | REM: 1390.04 [MIN]
18:44:57> ACT CON 3:    6840 | ACT CON 5:  111653 | FULL SEQ:  422116 / 1860480 | MIN DV:  24455.2 | REM: 1389.60 [MIN]
18:45:08> ACT CON 3:    6840 | ACT CON 5:  111707 | FULL SEQ:  422367 / 1860480 | MIN DV:  24455.2 | REM: 1389.16 [MIN]
18:45:18> ACT CON 3:    6840 | ACT CON 5:  111760 | FULL SEQ:  422617 / 1860480 | MIN DV:  24455.2 | REM: 1388.69 [MIN]
18:45:31> ACT CON 3:    6840 | ACT CON 5:  111818 | FULL SEQ:  422869 / 1860480 | MIN DV:  24455.2 | REM: 1388.30 [MIN]
18:45:42> ACT CON 3:    6840 | ACT CON 5:  111876 | FULL SEQ:  423119 / 1860480 | MIN DV:  24455.2 | REM: 1387.88 [MIN]
18:45:53> ACT CON 3:    6840 | ACT CON 5:  111927 | FULL SEQ:  423374 / 1860480 | MIN DV:  24455.2 | REM: 1387.40 [MIN]
18:46:05> ACT CON 3:    6840 | ACT CON 5:  111983 | FULL SEQ:  423667 / 1860480 | MIN DV:  24455.2 | REM: 1386.84 [MIN]
18:46:15> ACT CON 3:    6840 | ACT CON 5:  112038 | FULL SEQ:  423968 / 1860480 | MIN DV:  24455.2 | REM: 1386.16 [MIN]
18:46:25> ACT CON 3:    6840 | ACT CON 5:  112086 | FULL SEQ:  424171 / 1860480 | MIN DV:  24455.2 | REM: 1385.88 [MIN]
18:46:36> ACT CON 3:    6840 | ACT CON 5:  112140 | FULL SEQ:  424467 / 1860480 | MIN DV:  24455.2 | REM: 1385.22 [MIN]
18:46:47> ACT CON 3:    6840 | ACT CON 5:  112195 | FULL SEQ:  424716 / 1860480 | MIN DV:  24455.2 | REM: 1384.81 [MIN]
18:46:58> ACT CON 3:    6840 | ACT CON 5:  112246 | FULL SEQ:  424966 / 1860480 | MIN DV:  24455.2 | REM: 1384.34 [MIN]
18:47:08> ACT CON 3:    6840 | ACT CON 5:  112297 | FULL SEQ:  425217 / 1860480 | MIN DV:  24455.2 | REM: 1383.86 [MIN]
18:47:19> ACT CON 3:    6840 | ACT CON 5:  112349 | FULL SEQ:  425416 / 1860480 | MIN DV:  24455.2 | REM: 1383.64 [MIN]
18:47:30> ACT CON 3:    6840 | ACT CON 5:  112404 | FULL SEQ:  425668 / 1860480 | MIN DV:  24455.2 | REM: 1383.19 [MIN]
18:47:40> ACT CON 3:    6840 | ACT CON 5:  112454 | FULL SEQ:  425869 / 1860480 | MIN DV:  24455.2 | REM: 1382.92 [MIN]
18:47:51> ACT CON 3:    6840 | ACT CON 5:  112505 | FULL SEQ:  426173 / 1860480 | MIN DV:  24455.2 | REM: 1382.24 [MIN]
18:48:02> ACT CON 3:    6840 | ACT CON 5:  112560 | FULL SEQ:  426416 / 1860480 | MIN DV:  24455.2 | REM: 1381.87 [MIN]
18:48:12> ACT CON 3:    6840 | ACT CON 5:  112609 | FULL SEQ:  426671 / 1860480 | MIN DV:  24455.2 | REM: 1381.36 [MIN]
18:48:23> ACT CON 3:    6840 | ACT CON 5:  112660 | FULL SEQ:  426967 / 1860480 | MIN DV:  24455.2 | REM: 1380.69 [MIN]
18:48:34> ACT CON 3:    6840 | ACT CON 5:  112712 | FULL SEQ:  427217 / 1860480 | MIN DV:  24455.2 | REM: 1380.25 [MIN]
18:48:44> ACT CON 3:    6840 | ACT CON 5:  112766 | FULL SEQ:  427466 / 1860480 | MIN DV:  24455.2 | REM: 1379.81 [MIN]
18:48:55> ACT CON 3:    6840 | ACT CON 5:  112815 | FULL SEQ:  427716 / 1860480 | MIN DV:  24455.2 | REM: 1379.35 [MIN]
18:49:05> ACT CON 3:    6840 | ACT CON 5:  112865 | FULL SEQ:  427916 / 1860480 | MIN DV:  24455.2 | REM: 1379.10 [MIN]
18:49:16> ACT CON 3:    6840 | ACT CON 5:  112915 | FULL SEQ:  428169 / 1860480 | MIN DV:  24455.2 | REM: 1378.64 [MIN]
18:49:27> ACT CON 3:    6840 | ACT CON 5:  112968 | FULL SEQ:  428416 / 1860480 | MIN DV:  24455.2 | REM: 1378.19 [MIN]
18:49:38> ACT CON 3:    6840 | ACT CON 5:  113023 | FULL SEQ:  428718 / 1860480 | MIN DV:  24455.2 | REM: 1377.56 [MIN]
18:49:49> ACT CON 3:    6840 | ACT CON 5:  113074 | FULL SEQ:  428967 / 1860480 | MIN DV:  24455.2 | REM: 1377.11 [MIN]
18:49:59> ACT CON 3:    6840 | ACT CON 5:  113124 | FULL SEQ:  429217 / 1860480 | MIN DV:  24455.2 | REM: 1376.65 [MIN]
18:50:09> ACT CON 3:    6840 | ACT CON 5:  113175 | FULL SEQ:  429417 / 1860480 | MIN DV:  24455.2 | REM: 1376.39 [MIN]
18:50:20> ACT CON 3:    6840 | ACT CON 5:  113227 | FULL SEQ:  429666 / 1860480 | MIN DV:  24455.2 | REM: 1375.94 [MIN]
18:50:32> ACT CON 3:    6840 | ACT CON 5:  113286 | FULL SEQ:  429966 / 1860480 | MIN DV:  24455.2 | REM: 1375.37 [MIN]
18:50:43> ACT CON 3:    6840 | ACT CON 5:  113340 | FULL SEQ:  430216 / 1860480 | MIN DV:  24455.2 | REM: 1374.94 [MIN]
18:50:55> ACT CON 3:    6840 | ACT CON 5:  113396 | FULL SEQ:  430518 / 1860480 | MIN DV:  24455.2 | REM: 1374.33 [MIN]
18:51:05> ACT CON 3:    6840 | ACT CON 5:  113450 | FULL SEQ:  430769 / 1860480 | MIN DV:  24455.2 | REM: 1373.87 [MIN]
18:51:17> ACT CON 3:    6840 | ACT CON 5:  113505 | FULL SEQ:  430966 / 1860480 | MIN DV:  24455.2 | REM: 1373.68 [MIN]
18:51:28> ACT CON 3:    6840 | ACT CON 5:  113563 | FULL SEQ:  431270 / 1860480 | MIN DV:  24455.2 | REM: 1373.06 [MIN]
18:51:38> ACT CON 3:    6840 | ACT CON 5:  113613 | FULL SEQ:  431568 / 1860480 | MIN DV:  24455.2 | REM: 1372.39 [MIN]
18:51:50> ACT CON 3:    6840 | ACT CON 5:  113669 | FULL SEQ:  431817 / 1860480 | MIN DV:  24455.2 | REM: 1371.98 [MIN]
18:52:01> ACT CON 3:    6840 | ACT CON 5:  113723 | FULL SEQ:  432068 / 1860480 | MIN DV:  24455.2 | REM: 1371.58 [MIN]
18:52:13> ACT CON 3:    6840 | ACT CON 5:  113778 | FULL SEQ:  432367 / 1860480 | MIN DV:  24455.2 | REM: 1370.96 [MIN]
18:52:23> ACT CON 3:    6840 | ACT CON 5:  113829 | FULL SEQ:  432616 / 1860480 | MIN DV:  24455.2 | REM: 1370.53 [MIN]
18:52:36> ACT CON 3:    6840 | ACT CON 5:  113889 | FULL SEQ:  432867 / 1860480 | MIN DV:  24455.2 | REM: 1370.18 [MIN]
18:52:46> ACT CON 3:    6840 | ACT CON 5:  113944 | FULL SEQ:  433118 / 1860480 | MIN DV:  24455.2 | REM: 1369.72 [MIN]
18:52:58> ACT CON 3:    6840 | ACT CON 5:  114000 | FULL SEQ:  433370 / 1860480 | MIN DV:  24455.2 | REM: 1369.32 [MIN]
18:53:10> ACT CON 3:    6840 | ACT CON 5:  114057 | FULL SEQ:  433668 / 1860480 | MIN DV:  24455.2 | REM: 1368.73 [MIN]
18:53:21> ACT CON 3:    6840 | ACT CON 5:  114113 | FULL SEQ:  433966 / 1860480 | MIN DV:  24455.2 | REM: 1368.15 [MIN]
18:53:32> ACT CON 3:    6840 | ACT CON 5:  114166 | FULL SEQ:  434169 / 1860480 | MIN DV:  24455.2 | REM: 1367.92 [MIN]
18:53:44> ACT CON 3:    6840 | ACT CON 5:  114222 | FULL SEQ:  434431 / 1860480 | MIN DV:  24455.2 | REM: 1367.46 [MIN]
18:53:55> ACT CON 3:    6840 | ACT CON 5:  114276 | FULL SEQ:  434718 / 1860480 | MIN DV:  24455.2 | REM: 1366.90 [MIN]
18:54:05> ACT CON 3:    6840 | ACT CON 5:  114327 | FULL SEQ:  434969 / 1860480 | MIN DV:  24455.2 | REM: 1366.44 [MIN]
18:54:16> ACT CON 3:    6840 | ACT CON 5:  114378 | FULL SEQ:  435217 / 1860480 | MIN DV:  24455.2 | REM: 1366.00 [MIN]
18:54:27> ACT CON 3:    6840 | ACT CON 5:  114430 | FULL SEQ:  435516 / 1860480 | MIN DV:  24455.2 | REM: 1365.37 [MIN]
18:54:37> ACT CON 3:    6840 | ACT CON 5:  114481 | FULL SEQ:  435818 / 1860480 | MIN DV:  24455.2 | REM: 1364.70 [MIN]
18:54:48> ACT CON 3:    6840 | ACT CON 5:  114536 | FULL SEQ:  436118 / 1860480 | MIN DV:  24455.2 | REM: 1364.09 [MIN]
18:54:59> ACT CON 3:    6840 | ACT CON 5:  114590 | FULL SEQ:  436416 / 1860480 | MIN DV:  24455.2 | REM: 1363.47 [MIN]
18:55:12> ACT CON 3:    6840 | ACT CON 5:  114651 | FULL SEQ:  436669 / 1860480 | MIN DV:  24455.2 | REM: 1363.13 [MIN]
18:55:23> ACT CON 3:    6840 | ACT CON 5:  114703 | FULL SEQ:  436918 / 1860480 | MIN DV:  24455.2 | REM: 1362.68 [MIN]
18:55:33> ACT CON 3:    6840 | ACT CON 5:  114752 | FULL SEQ:  437167 / 1860480 | MIN DV:  24455.2 | REM: 1362.21 [MIN]
18:55:44> ACT CON 3:    6840 | ACT CON 5:  114805 | FULL SEQ:  437469 / 1860480 | MIN DV:  24455.2 | REM: 1361.58 [MIN]
18:55:54> ACT CON 3:    6840 | ACT CON 5:  114856 | FULL SEQ:  437666 / 1860480 | MIN DV:  24455.2 | REM: 1361.34 [MIN]
18:56:06> ACT CON 3:    6840 | ACT CON 5:  114913 | FULL SEQ:  437968 / 1860480 | MIN DV:  24455.2 | REM: 1360.75 [MIN]
18:56:16> ACT CON 3:    6840 | ACT CON 5:  114962 | FULL SEQ:  438167 / 1860480 | MIN DV:  24455.2 | REM: 1360.49 [MIN]
18:56:27> ACT CON 3:    6840 | ACT CON 5:  115017 | FULL SEQ:  438418 / 1860480 | MIN DV:  24455.2 | REM: 1360.08 [MIN]
18:56:38> ACT CON 3:    6840 | ACT CON 5:  115069 | FULL SEQ:  438666 / 1860480 | MIN DV:  24455.2 | REM: 1359.67 [MIN]
18:56:49> ACT CON 3:    6840 | ACT CON 5:  115124 | FULL SEQ:  438917 / 1860480 | MIN DV:  24455.2 | REM: 1359.24 [MIN]
18:56:59> ACT CON 3:    6840 | ACT CON 5:  115173 | FULL SEQ:  439167 / 1860480 | MIN DV:  24455.2 | REM: 1358.78 [MIN]
18:57:11> ACT CON 3:    6840 | ACT CON 5:  115231 | FULL SEQ:  439417 / 1860480 | MIN DV:  24455.2 | REM: 1358.42 [MIN]
18:57:24> ACT CON 3:    6840 | ACT CON 5:  115292 | FULL SEQ:  439769 / 1860480 | MIN DV:  24455.2 | REM: 1357.67 [MIN]
18:57:34> ACT CON 3:    6840 | ACT CON 5:  115343 | FULL SEQ:  439966 / 1860480 | MIN DV:  24455.2 | REM: 1357.44 [MIN]
18:57:45> ACT CON 3:    6840 | ACT CON 5:  115396 | FULL SEQ:  440167 / 1860480 | MIN DV:  24455.2 | REM: 1357.20 [MIN]
18:57:57> ACT CON 3:    6840 | ACT CON 5:  115453 | FULL SEQ:  440416 / 1860480 | MIN DV:  24455.2 | REM: 1356.82 [MIN]
18:58:08> ACT CON 3:    6840 | ACT CON 5:  115504 | FULL SEQ:  440669 / 1860480 | MIN DV:  24455.2 | REM: 1356.39 [MIN]
18:58:18> ACT CON 3:    6840 | ACT CON 5:  115556 | FULL SEQ:  440917 / 1860480 | MIN DV:  24455.2 | REM: 1355.95 [MIN]
18:58:29> ACT CON 3:    6840 | ACT CON 5:  115608 | FULL SEQ:  441216 / 1860480 | MIN DV:  24455.2 | REM: 1355.32 [MIN]
18:58:41> ACT CON 3:    6840 | ACT CON 5:  115666 | FULL SEQ:  441517 / 1860480 | MIN DV:  24455.2 | REM: 1354.75 [MIN]
18:58:52> ACT CON 3:    6840 | ACT CON 5:  115725 | FULL SEQ:  441768 / 1860480 | MIN DV:  24455.2 | REM: 1354.35 [MIN]
18:59:05> ACT CON 3:    6840 | ACT CON 5:  115783 | FULL SEQ:  442066 / 1860480 | MIN DV:  24455.2 | REM: 1353.83 [MIN]
18:59:16> ACT CON 3:    6840 | ACT CON 5:  115837 | FULL SEQ:  442267 / 1860480 | MIN DV:  24455.2 | REM: 1353.59 [MIN]
